"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO";"MARCA"
"101538";"IT-DBSX";"SOPORTES";"SOPORTE INTELAID DE ESCRITORIO ACERO 13/27 VESA 100X100 IT-DBSX";"https://static.nb.com.ar/i/nb_SOPORTE-INTELAID-DE-ESCRITORIO-ACERO-13/27-VESA-100X100-IT-DBSX_export_131dec2e85f158d4c1f4c8749e6f15e2.jpeg";"21.0%";"1";"12 meses";"U$S";"36.61";"44.3";"1500";"54921.15";"66454.59";"Marca:Intelaid
Tipos de pantallas soportadas:13 a 27
Altura:440 mm
Es articulado:Sí
Es fijo:No
Es inclinable:Sí
Tamaño máximo de la pantalla:27 ""
Tamaño mínimo de la pantalla:13 ""
Modelo:IT-DBSX
Lugar de montaje:Mesa
Estándares VESA:VESA 100 x 100 mm";"44.75";"67119.14";"SOPORTES";"1";"SOPORTE INTELAID DE ESCRITORIO ACERO 13/27 VESA 100X100 IT-DBSX";"1800";"380";"130";"80";"";"0";"INTELAID"
"120424";"25647";"SOPORTES";"SOPORTE TRUST MACY FOLDABLE ALU LAPTOP";"https://static.nb.com.ar/i/nb_SOPORTE-TRUST-MACY-FOLDABLE-ALU-LAPTOP_export_7a2b1e4075febc8eb0facad310799002.png";"21.0%";"1";"12 meses";"U$S";"16.73";"20.24";"1500";"25089.3";"30358.05";"Max. laptop size:17 ""
Size & Weight:Weight of main unit 265 g
Main material:Aluminum";"20.44";"30661.64";"SOPORTES";"1";"SOPORTE TRUST MACY FOLDABLE ALU LAPTOP";"1000";"356";"545";"212";"";"0";"TRUST"
"121580";"24983";"SOPORTES";"SOPORTE TRUST RUNO CELULAR PARA AUTO SALIDA DE AIRE";"https://static.nb.com.ar/i/nb_SOPORTE-TRUST-RUNO-CELULAR-PARA-AUTO-SALIDA-DE-AIRE_export_e017d36252140d518a38a26c68ddb62f.png";"21.0%";"1";"12 meses";"U$S";"9.55";"11.56";"1500";"14328";"17336.88";"Compatibility:Max phone dimensions55-100 mm width";"11.67";"17510.25";"SOPORTES";"1";"SOPORTE TRUST RUNO CELULAR PARA AUTO SALIDA DE AIRE";"170";"145";"60";"85";"";"0";"TRUST"
"121579";"24984";"SOPORTES";"SOPORTE TRUST RUNO CELULAR PARA AUTO";"https://static.nb.com.ar/i/nb_SOPORTE-TRUST-RUNO-CELULAR-PARA-AUTO_export_ed3c26ba988a7617c9f3aef7bc95440d.png";"21.0%";"1";"12 meses";"U$S";"10.55";"12.76";"1500";"15822";"19144.62";"    Total weight:188 g
Max phone dimensions:55-100 mm width";"12.89";"19336.07";"SOPORTES";"1";"SOPORTE TRUST RUNO CELULAR PARA AUTO ";"260";"120";"100";"100";"";"0";"TRUST"
"121517";"IT-BNU";"SOPORTES";"BASE PLEGABLE NTBK USB IT-BNU";"https://static.nb.com.ar/i/nb_BASE-PLEGABLE-NTBK-USB-IT-BNU_export_516c26b286f5a102d156caac30634276.png";"21.0%";"1";"12 meses";"U$S";"31.2";"37.75";"1500";"46800.3";"56628.36";"Marca:INTELAID
MODELO:IT-BNU";"38.13";"57194.64";"SOPORTES";"1";"BASE PLEGABLE NTBK USB IT-BNU";"200";"50";"30";"150";"";"0";"INTELAID"
"121516";"IT-DCT";"SOPORTES";"PORTA NOTEBOOK INTELAID ACERO ERGONOMICO IT-DCT";"https://static.nb.com.ar/i/nb_PORTA-NOTEBOOK-INTELAID-ACERO-ERGONOMICO-IT-DCT_export_37d8870c7ba019ae633b982eb9238af9.jpg";"21.0%";"1";"12 meses";"U$S";"18.09";"21.89";"1500";"27140.52";"32840.03";"Marca:INTELAID
MODELO:IT-DCT";"22.11";"33168.44";"SOPORTES";"1";"PORTA NOTEBOOK INTELAID ACERO ERGONOMICO IT-DCT";"1165";"205";"50";"320";"";"0";"INTELAID"
"121353";"RC21-02330100-R3U1";"SOPORTES";"RAZER SOPORTE LAPTOP AJUSTABLE ALUMINIO NEGRO";"https://static.nb.com.ar/i/nb_RAZER-SOPORTE-LAPTOP-AJUSTABLE-ALUMINIO-NEGRO_export_79c395e1ff197a9eaaf682ddea697568.jpg";"10.5%";"1";"12 meses";"U$S";"73.58";"81.31";"1500";"110370.6";"121959.51";"Product Dimensions :8 x 25.3 x 4.5 cm; 1.1 kg 
Brand:Razer
Item model number :RC21-02330100-R3M1 
Series:Adjustable Laptop Stand - Black ";"82.12";"123179.12";"SOPORTES";"1";"RAZER SOPORTE LAPTOP AJUSTABLE ALUMINIO NEGRO";"1550";"280";"70";"325";"";"0";"RAZER"
"121130";"RC21-02330200-R3U1";"SOPORTES";"RAZER SOPORTE LAPTOP AJUSTABLE ALUMINIO";"https://static.nb.com.ar/i/nb_RAZER-SOPORTE-LAPTOP-AJUSTABLE-ALUMINIO_export_3e26bf42a89f96e9bfa98dedfdd67ba6.jpg";"21.0%";"1";"12 meses";"U$S";"72.44";"87.65";"1500";"108653.4";"131470.61";"P/N:RC21-02330200-R3U1
Dispositivos compatibles:compatibles 	Tablets, Portátiles
Marca:Razer
Factor de forma:Aluminum Construction";"88.52";"132785.33";"SOPORTES";"1";"RAZER SOPORTE LAPTOP AJUSTABLE ALUMINIO";"1530";"280";"70";"330";"";"0";"RAZER"
"118346";"IT-CB44";"SOPORTES";"SOPORTE INTELAID DE TECHO TELESCOPICO PARA TV 32-55 IT-CB44";"https://static.nb.com.ar/i/nb_SOPORTE-INTELAID-DE-TECHO-TELESCOPICO-PARA-TV-32-55-IT-CB44_export_d8ba356ccdaad4da648ecc5d7cce3254.jpeg";"21.0%";"1";"12 meses";"U$S";"72.18";"87.34";"1500";"108274.61";"131012.27";"Rango de giro: :+180°-180°
Carga: 50 kg
Perfil:1060-1560 mm
Rango de inclinación:+0°-25°
Ajuste de nivel horizontal: +3°-3°
Tamaño de pantalla recomendado:32?-55?";"88.21";"132322.4";"SOPORTES";"1";"SOPORTE INTELAID DE TECHO TELESCOPICO PARA TV 32-55 IT-CB44";"1000";"356";"545";"212";"";"0";"INTELAID"
"117851";"IT-VVWS";"SOPORTES";"SOPORTE INTELAID PARA VIDEO WALL ANTIVANDALICO 45KG IT-VVWS";"https://static.nb.com.ar/i/nb_SOPORTE-INTELAID-PARA-VIDEO-WALL-ANTIVANDALICO-45KG-IT-VVWS_export_ecfaab2dfc7818e2aacb319558425403.jpeg";"21.0%";"1";"12 meses";"U$S";"133.56";"161.61";"1500";"200338.16";"242409.17";"Carga max:45Kg
Vesa Compatible:200x200 300x300 x400x200 400x400 600x400
Compatible :37 a 70 pulgadas
Distancia de la pared :68-215mm
Antivandálico :si";"163.22";"244833.26";"SOPORTES";"1";"SOPORTE INTELAID PARA VIDEO WALL ANTIVANDALICO 45KG IT-VVWS";"8000";"120";"980";"120";"";"0";"INTELAID"
"102960";"IT-DBWO";"SOPORTES";"SOPORTE INTELAID DE ESCRITORIO 13/27 VESA 100X100 IT-DBWO";"https://static.nb.com.ar/i/nb_SOPORTE-INTELAID-DE-ESCRITORIO-13/27-VESA-100X100-IT-DBWO_export_cbec1ec780dd69a967a5ba85223b21a6.jpeg";"21.0%";"1";"12 meses";"U$S";"43.68";"52.85";"1500";"65520";"79279.2";"Marca:Intelaid
Tipos de pantallas soportadas:TV / LED / LCD
Es articulado:Sí
Es fijo:No
Es inclinable:Sí
Tamaño máximo de la pantalla:32 ""
Tamaño mínimo de la pantalla:13 ""
Modelo:IT-DBWO
Lugar de montaje:Pared
Estándares VESA:75X75 100X100";"53.38";"80072";"SOPORTES";"1";"SOPORTE INTELAID DE ESCRITORIO 13/27 VESA 100X100 IT-DBWO";"2215";"170";"90";"380";"";"0";"INTELAID"
"103767";"IT-BNB";"SOPORTES";"SOPORTE INTELAID PLEGABLE NOTEB TABLET 5 POSIC ERGONOM. IT-BNB";"https://static.nb.com.ar/i/nb_SOPORTE-INTELAID-PLEGABLE-NOTEB-TABLET-5-POSIC-ERGONOM.-IT-BNB_export_a778f6f3961907ecb33c6df1e00fe5ac.jpg";"21.0%";"1";"12 meses";"U$S";"17.52";"21.19";"1500";"26273.85";"31791.36";"Marca:Intelaid
Es antideslizante:Sí
Es vertical:No
Largo:225 mm
Línea:Soporte para Notebook
Materiales:Acero
Tamaño máximo soportado:15 ""
Tamaño mínimo soportado:10 ""
Modelo:IT-BNB
Elevación:35 mm
Tipo de soporte:Para Notebook
Ancho:225 mm
Con mouse pad:No";"21.41";"32109.27";"SOPORTES";"1";"SOPORTE INTELAID PLEGABLE NOTEB TABLET 5 POSIC ERGONOM. IT-BNB";"600";"230";"40";"230";"";"0";"INTELAID"
"6801";"IT-TPS120";"SOPORTES";"PANTALLA INTELAID PROYECTOR 120 PULGADAS TRIPODE IT-TPS120";"https://static.nb.com.ar/i/nb_PANTALLA-INTELAID-PROYECTOR-120-PULGADAS-TRIPODE-IT-TPS120_export_735a1fd504a10eb841f8e15eebb2caea.jpg";"21.0%";"1";"12 meses";"U$S";"208.01";"251.69";"1500";"312016.05";"377539.42";"Marca:Intelaid
Medida diagonal de la pantalla:120 ""
EAN:7797441374359
Código universal de producto:7797441374359
Es eléctrico:No
Modelo:IT - TPS120
Pantalla compatible:No Aplica
Formato de la pantalla:4:3
Color:Blanco Mate
Dimensiones:2.40 x 1.80 Mts";"254.21";"381314.82";"SOPORTES";"1";"PANTALLA INTELAID PROYECTOR 120 PULGADAS TRIPODE IT-TPS120";"10000";"2600";"130";"130";"";"0";"INTELAID"
"122494";"SK5503AR";"TABLETS";"TABLET SMART KASSEL 10.1 IPS QUAD CORE 1.6G 4GB 128GB AND 14 NEGRA";"https://static.nb.com.ar/i/nb_TABLET-SMART-KASSEL-10.1-IPS-QUAD-CORE-1.6G-4GB-128GB-AND-14-NEGRA_export_29ca69c23b1f05beda2afaee808044a6.png";"10.5%";"1";"12 meses";"U$S";"99.03";"109.43";"1500";"148542.23";"164139.16";"Sistema Operativo:Android
Pantalla:10.0 pulgadas con una resolución de 800 x 1280 píxeles
Memoria RAM:4GB
Almacenamiento:32GB
Memoria Expandible:Admite tarjetas Micro SD de hasta 64GB (no incluida)
Conectividad:WiFi y Bluetooth 
Parlantes :Estéreo
Cámaras:frontal de 0.3MPx y una cámara trasera de 2MPx ";"110.52";"165780.56";"TABLETS";"1";"TABLET SMART KASSEL 10.1 IPS QUAD CORE 1.6G 4GB 128GB AND 14 NEGRA";"1130";"240";"50";"280";"";"0";"SMART KASSEL"
"119895";"TBGRY100071481A";"TABLETS";"TABLET 7 ONN SURF GEN3 QUAD-CORE 2GB 32GB";"https://static.nb.com.ar/i/nb_TABLET-7-ONN-SURF-GEN3-QUAD-CORE-2GB-32GB_export_46f20f5aa8764c0208a4a4e3c3b35e91.png";"10.5%";"9";"12 meses";"U$S";"61.04";"67.45";"1500";"91563.62";"101177.79";"RAM:2 GB
Capacidad:32 GB
Conectividad:Bluetooth/WIFI
Procesadores:Quad-Core 2.0GHZ
 sistema operativo:Android 12 (edición Go)
Marca:Onn
Tamaño de la pantalla:7 """;"68.13";"102189.57";"TABLETS";"1";"TABLET 7 ONN SURF GEN3 QUAD-CORE 2GB 32GB";"200";"300";"200";"300";"";"0";"ONN"
"111699";"DKON1967ST-SESALWWT1";"TECLADOS";"TECLADO GAMER DUCKY SESALWWT1";"https://static.nb.com.ar/i/nb_TECLADO-GAMER-DUCKY-SESALWWT1_export_65b9a293c9e52cd740633cec43641553.png";"10.5%";"8";"12 meses";"U$S";"104.05";"114.97";"1500";"156067.56";"172454.65";"Marca:DUCKY
Modelo:DKON1967ST-SESALWWT1";"116.12";"174179.21";"TECLADOS                      ";"1";"TECLADO GAMER DUCKY SESALWWT1";"600";"150";"400";"30";"";"0";"DUCKY"
"120427";"25635";"TECLADOS";"TECLADO VAIYA TRUST MULTIDEVICES WIRELESS ES";"https://static.nb.com.ar/i/nb_TECLADO-VAIYA-TRUST-MULTIDEVICES-WIRELESS-ES_export_e9c373f5fb2c8a4702b0ab7ac0260124.png";"10.5%";"10";"12 meses";"U$S";"24.4";"26.96";"1500";"36600";"40443";"Bluetooth:Yes
Compatibility:iOS, MacOS, Windows, Chrome OS, Android
Size & Weight:Full Sized Weight of main unit560 g
Sustainability:Recycled content %55";"27.23";"40847.43";"TECLADOS                      ";"1";"TECLADO VAIYA TRUST MULTIDEVICES WIRELESS ES";"600";"150";"400";"30";"";"0";"TRUST"
"120447";"25368";"TECLADOS";"TECLADO TRUST TORIX WIRELESS MECHANICAL US GXT868";"https://static.nb.com.ar/i/nb_TECLADO-TRUST-TORIX-WIRELESS-MECHANICAL-US-GXT868_export_e77c186b161bc5735d196d6b7d301a98.png";"10.5%";"10";"12 meses";"U$S";"47.42";"52.4";"1500";"71132.1";"78600.97";"Compatible Software Platforms:Windows aming console, laptop
Full Size keyboard:Yes
Backlight:Yes
Silent keys:No
Bluetooth:No
USB version:2.0
    Number of keys:104";"52.92";"79386.98";"TECLADOS                      ";"1";"TECLADO TRUST TORIX WIRELESS MECHANICAL US GXT868";"600";"150";"400";"30";"";"0";"TRUST"
"122630";"31330013401";"TECLADOS";"TECLADO + MOUSE COMBO USB GENIUS KM-123 BLACK";"https://static.nb.com.ar/i/nb_TECLADO-+-MOUSE-COMBO-USB-GENIUS-KM-123-BLACK_export_74cf56d7945302bbcc47a52a26e72471.webp";"10.5%";"10";"12 meses";"U$S";"7.8";"8.61";"1500";"11692.8";"12920.54";"";"8.7";"13049.75";"TECLADOS                      ";"1";"TECLADO + MOUSE COMBO USB GENIUS KM-123 BLACK";"690";"165";"45";"530";"";"0";"GENIUS"
"122532";"M701 ROG AZOTH/NXSW/ES";"TECLADOS";"TECLADO WIRELESS ASUS ROG AZOTH M701 NX ESPAÑOL MECA 75%";"https://static.nb.com.ar/i/nb_TECLADO-WIRELESS-ASUS-ROG-AZOTH-M701-NX-ESPAÑOL-MECA-75%_export_db1a83e17eeb96d89a6113d275ef6000.png";"10.5%";"1";"12 meses";"U$S";"166.2";"183.65";"1500";"249298.5";"275474.84";"Tasa de respuesta USB:(USB Report rate) 1000 Hz
AURA Sync: Sí
Modelo:ROG Azoth
Conectividad:USB 2.0 (TypeC to TypeA) Bluetooth 5.1 RF 2.4GHz
Iluminación:RGB Per keys";"185.49";"278229.59";"TECLADOS                      ";"1";"TECLADO WIRELESS ASUS ROG AZOTH M701 NX ESPAÑOL MECA 75%";"1860";"180";"90";"370";"";"0";"ASUS"
"121605";"25729";"TECLADOS";"TECLADO TRUST XYRA TKL MECHANICAL GXT872 US";"https://static.nb.com.ar/i/nb_TECLADO-TRUST-XYRA-TKL-MECHANICAL-GXT872-US_export_b258ae6f9f97cfd44dedc958721acee9.png";"10.5%";"10";"12 meses";"U$S";"45.23";"49.98";"1500";"67842";"74965.41";"    Switch Type:Linear
Connectivity:USB version2.0
Silent keys:Yes
Keyboard size:TKL
Backlight:Yes Con 12 teclas de función y RGB
Idioma :Ingles";"50.48";"75715.07";"TECLADOS                      ";"1";"TECLADO TRUST XYRA TKL MECHANICAL GXT872 US";"1080";"180";"45";"390";"";"0";"TRUST"
"121606";"25872";"TECLADOS";"TECLADO TRUST XYRA TKL MECHANICAL GXT872 ES";"https://static.nb.com.ar/i/nb_TECLADO-TRUST-XYRA-TKL-MECHANICAL-GXT872-ES_export_6d33f85f2b0fffb4b444e39194dee625.png";"10.5%";"10";"12 meses";"U$S";"45.77";"50.58";"1500";"68661.6";"75871.07";"Backlight:Yes Con 12 teclas de función y RGB
Connectivity:USB version2.0
Silent keys:Yes
    Switch Type:Linear
Idioma:Español
Keyboard size:TKL";"51.09";"76629.78";"TECLADOS                      ";"1";"TECLADO TRUST XYRA TKL MECHANICAL GXT872 ES";"1070";"180";"45";"390";"";"0";"TRUST"
"121586";"25459";"TECLADOS";"TECLADO TRUST KEYRA ERGO MULTI WIRELESS US";"https://static.nb.com.ar/i/nb_TECLADO-TRUST-KEYRA-ERGO-MULTI-WIRELESS-US_export_dd6a0dd9d79a49b7fd190c066cce5462.png";"10.5%";"10";"12 meses";"U$S";"30.17";"33.34";"1500";"45252";"50003.46";"Bluetooth:Yes
Idioma :Ingles
Recycled content %:85 %
USB version:2.0
Ergonomic design:Yes
Special features:Split Design";"33.67";"50503.5";"TECLADOS                      ";"1";"TECLADO TRUST KEYRA ERGO MULTI WIRELESS US";"1240";"235";"55";"465";"";"0";"TRUST"
"121587";"25704";"TECLADOS";"TECLADO TRUST KEYRA ERGO MULTI WIRELESS ES";"https://static.nb.com.ar/i/nb_TECLADO-TRUST-KEYRA-ERGO-MULTI-WIRELESS-ES_export_dd6a0dd9d79a49b7fd190c066cce5462.png";"10.5%";"10";"12 meses";"U$S";"33.94";"37.5";"1500";"50908.5";"56253.89";"    USB version:2.0
Keyboard size:Full Sized
Idioma :Español
    Ergonomic design:Yes
Connectivity:Bluetooth Yes
Recycled content %:85 %";"37.88";"56816.43";"TECLADOS                      ";"1";"TECLADO TRUST KEYRA ERGO MULTI WIRELESS ES";"1220";"235";"55";"465";"";"0";"TRUST"
"122859";"25730";"TECLADOS";"TRUST  TECLADO BLUETHOOTH NANO II MULTIDEVICE US";"https://static.nb.com.ar/i/nb_TRUST--TECLADO-BLUETHOOTH-NANO-II-MULTIDEVICE-US_export_7a13af0eefc03e475c862150cc377b29.png";"10.5%";"10";"12 meses";"U$S";"11.32";"12.51";"1500";"16982.4";"18765.55";"Connectivity:Bluetooth
Keyboard design:Mini
    Plastic material:ABS
Package Contents:Teclado inalámbrico  Cable de carga  Manual del usuario
Keyboard size:75%
Total weight:290 g";"12.64";"18953.21";"TECLADOS                      ";"1";"TRUST  TECLADO BLUETHOOTH NANO II MULTIDEVICE US";"765";"130";"25";"295";"";"0";"TRUST"
"121356";"RC21-02040200-R3M1";"TECLADOS";"RAZER SWITCH PACK x36 GREEN CLICKY";"https://static.nb.com.ar/i/nb_RAZER-SWITCH-PACK-x36-GREEN-CLICKY_export_a435886cf548da9ae3f11a3fbcb1b73a.png";"10.5%";"10";"12 meses";"U$S";"19.42";"21.45";"1500";"29122.5";"32180.36";"Modelo:RC21-02040200-R3M1
Marca:Razer";"21.67";"32502.17";"TECLADOS                      ";"1";"RAZER SWITCH PACK x36 GREEN CLICKY";"135";"140";"25";"150";"";"0";"RAZER"
"121355";"RC21-02040100-R3M1";"TECLADOS";"RAZER SWITCH PACK x36 YELLOW LINEAR";"https://static.nb.com.ar/i/nb_RAZER-SWITCH-PACK-x36-YELLOW-LINEAR_export_ae1ba778a6f45b543340baf9db6c0c6a.jpg";"10.5%";"10";"12 meses";"U$S";"19.42";"21.45";"1500";"29122.5";"32180.36";"Manufacturer ? : Razer
marca: Razer
Switch type:Linear
Connector type:3-pin
Manufacturer ? : Razer
Model Number:RC21-02040100-R3M1";"21.67";"32502.17";"TECLADOS                      ";"1";"RAZER SWITCH PACK x36 YELLOW LINEAR";"135";"140";"250";"150";"";"0";"RAZER"
"121357";"RC21-02040300-R3M1";"TECLADOS";"RAZER SWITCH PACK x36 ORANGE TACTILE";"https://static.nb.com.ar/i/nb_RAZER-SWITCH-PACK-x36-ORANGE-TACTILE_export_e874f16a4262e5c1a1cc8ddf1350eb18.jpg";"10.5%";"10";"12 meses";"U$S";"19.42";"21.45";"1500";"29122.5";"32180.36";"";"21.67";"32502.17";"TECLADOS                      ";"1";"RAZER SWITCH PACK x36 ORANGE TACTILE";"135";"140";"25";"150";"";"0";"RAZER"
"121399";"31320004401";"TECLADOS";"TECLADO WIRELESS GENIUS SLIMSTAR 7250BT AI PINE WOOD";"https://static.nb.com.ar/i/nb_TECLADO-WIRELESS-GENIUS-SLIMSTAR-7250BT-AI-PINE-WOOD_export_f49b0d9d128049e9bad14ba69a811f01.png";"10.5%";"10";"12 meses";"U$S";"9.85";"10.88";"1500";"14767.5";"16318.09";"Interfaz:Bluetooth y receptor USB, Modo Dual
Distancia de trabajo:Hasta 10 metros
Tipo de tecla:Chocolate
Requisitos del sistema:Computadoras, teléfonos o tabletas con Bluetooth o puerto USB -Modo 2.4G:
Modo Bluetooth::
Pilas :AAA para teclado x 2";"10.99";"16481.27";"TECLADOS                      ";"1";"TECLADO WIRELESS GENIUS SLIMSTAR 7250BT AI PINE WOOD";"480";"140";"35";"450";"";"0";"GENIUS"
"121397";"31300019401";"TECLADOS";"TECLADO GENIUS NUMERICO NUMPAD 125 USB-C BLACK";"https://static.nb.com.ar/i/nb_TECLADO-GENIUS-NUMERICO-NUMPAD-125-USB-C-BLACK_export_8c73a646a797b5366377e2aafc0eb185.png";"10.5%";"10";"12 meses";"U$S";"5.62";"6.21";"1500";"8433.6";"9319.13";"Tipo de tecla:chocolate
Interfaz:USB C
Tecla Copilot:Sí
Requisitos del sistema:Windows® 8, 10, 11 o posterior / macOS X 10.8 o posterior";"6.27";"9412.32";"TECLADOS                      ";"1";"TECLADO GENIUS NUMERICO NUMPAD 125 USB-C BLACK";"180";"120";"30";"185";"";"0";"GENIUS"
"122629";"31300021401";"TECLADOS";"TECLADO GENIUS KB-123 BLACK";"https://static.nb.com.ar/i/nb_TECLADO-GENIUS-KB-123-BLACK_export_c0bd05c5ea8d442dc1be325309a29e2d.webp";"10.5%";"10";"12 meses";"U$S";"5.43";"6";"1500";"8148";"9003.54";"";"6.06";"9093.57";"TECLADOS                      ";"1";"TECLADO GENIUS KB-123 BLACK";"620";"165";"33";"460";"";"0";"GENIUS"
"121108";"25682";"TECLADOS";"TECLADO TRUST ZORA MECHANICAL ES GXT871";"https://static.nb.com.ar/i/nb_TECLADO-TRUST-ZORA-MECHANICAL-ES-GXT871_export_e76aaa0859c3ebb2e4963aa00a0c57ef.png";"10.5%";"10";"12 meses";"U$S";"32.86";"36.31";"1500";"49284";"54458.82";"Compatible Software Platforms:Windows
USB version:2.0
System Requirements: Puerto USB.  Windows 10 o 11.
Bluetooth:No
Ergonomic design:No";"36.67";"55003.41";"TECLADOS                      ";"1";"TECLADO TRUST ZORA MECHANICAL ES GXT871";"1200";"175";"45";"460";"";"0";"TRUST"
"121132";"RZ03-03392900-R311";"TECLADOS";"TECLADO GAMER RAZER HUNTSMAN MINI PURPLE-SWITCH CLICKY ESPAÑOL";"https://static.nb.com.ar/i/nb_TECLADO-GAMER-RAZER-HUNTSMAN-MINI-PURPLE-SWITCH-CLICKY-ESPAÑOL_export_53d91476a6b4513ebac69c12c6e76ab4.png";"10.5%";"10";"12 meses";"U$S";"72.24";"79.83";"1500";"108360";"119737.8";"Tipo de Switch:Switch óptico con sonido de click Razer™
Iluminación:Retroiluminación Chroma con 16,8 millones de opciones de color personalizables.
Sensación de Pulsación:Ligera y clicky
Conectividad:Por Cable - Cable de desmontable USB-C
Idioma:Español
Tamaño aproximado:60%
Teclas:Teclas de PBT de doble inyección
P/N:RZ03-03392900-R311";"80.62";"120935.18";"TECLADOS                      ";"1";"TECLADO GAMER RAZER HUNTSMAN MINI PURPLE-SWITCH CLICKY ESPAÑOL";"700";"155";"45";"320";"";"0";"RAZER"
"121133";"RZ03-04461100-R311";"TECLADOS";"TECLADO GAMER RAZER ORNATA V3 CHROMA RGB ESPAÑOL";"https://static.nb.com.ar/i/nb_TECLADO-GAMER-RAZER-ORNATA-V3-CHROMA-RGB-ESPAÑOL_export_f796caad3fe40db4e21c36e412dbc87a.png";"10.5%";"10";"12 meses";"U$S";"47.07";"52.02";"1500";"70610.4";"78024.49";"P/N:RZ03-04461100-R311
Modelo:RAZER ORNATA V3 
SWITCHES :DE MEMBRANA MECÁNICA RAZER
REPOSAMUÑECAS :MAGNÉTICO SUAVE
ILUMINACIÓN :10 ZONAS  RAZER CHROMA™ RGB
Idioma:Español";"52.54";"78804.74";"TECLADOS                      ";"1";"TECLADO GAMER RAZER ORNATA V3 CHROMA RGB ESPAÑOL";"1470";"200";"65";"500";"";"0";"RAZER"
"118026";"24531";"TECLADOS";"COMBO TECLADO Y MOUSE TRUST TREZO WIRELESS ECO ES";"https://static.nb.com.ar/i/nb_COMBO-TECLADO-Y-MOUSE-TRUST-TREZO-WIRELESS-ECO-ES_export_5d3c21d766f92451844092bae55cd043.png";"10.5%";"10";"12 meses";"U$S";"23.78";"26.27";"1500";"35666.7";"39411.7";"Compatible Device Types:pc, laptop
Plastic material:ABS
Contenido del paquete:Teclado inalámbrico  Ratón inalámbrico - 3 batería AAA -+ Cable antiinterferencias (USB-A macho a US
Sustainability method:PCR
Requisitos del sistema:Puerto USB libre  Windows 10 u 11  macOS 10.15, 11 o 12*  Chrome OS*
Compatible Consoles:no";"26.54";"39805.82";"TECLADOS                      ";"1";"COMBO TECLADO Y MOUSE TRUST TREZO WIRELESS ECO ES";"400";"45";"190";"520";"";"0";"TRUST"
"103180";"KB-NPP-TBBLSP-01";"TECLADOS";"TECLADO GAMER TT ESPORTS NEPTUNE PRO TTC BLUE AXIS";"https://static.nb.com.ar/i/nb_TECLADO-GAMER-TT-ESPORTS-NEPTUNE-PRO-TTC-BLUE-AXIS_export_425aed746952055f7e4b5433ce2ca56d.jpeg";"10.5%";"4";"12 meses";"U$S";"43.24";"47.78";"1500";"64863.72";"71674.41";"Peso:1230 gr
Dimensiones:451 X 150 X 41 mm
Vida útil	:50 M
Iluminación:Led Azul
Tipo del interruptor :Mecanico
Modelo: NEPTUNE PRO
Modelo:	KB-NPP-TBBLSP-01
Con retroiluminación	:Sí
Línea:NEPTUNE PRO 
Layout:QWERTY
Largo del cable:1,8 m
Reposamuñecas:Si
Interfaz:USB
Color:Negro
Tasa de sondeo:1000 HZ
Arquitectura:Mecanico
Sistemas operativos compatibles	:WINDOWS / MAC, Windows 7, Windows 8, Windows 8.1, Windows 10
Tipo de teclado	:Gamer";"48.26";"72391.16";"TECLADOS                      ";"1";"TECLADO GAMER TT ESPORTS NEPTUNE PRO TTC BLUE AXIS";"1500";"460";"50";"150";"";"0";"THERMALTAKE"
"119171";"31310053401";"TECLADOS";"TECLADO CURVO ERGONOMICO GENIUS ERGO KB-700 BLACK USB";"https://static.nb.com.ar/i/nb_TECLADO-CURVO-ERGONOMICO-GENIUS-ERGO-KB-700-BLACK-USB_export_1f2e313a570af0596e10ccdcd0767d92.jpg";"10.5%";"10";"12 meses";"U$S";"15.34";"16.96";"1500";"23016";"25432.68";"Modelo:ERGO KB-700
Es teclado numérico:Sí
Es ergonómica:Sí
Marca:Genius
Idioma:Español Latinoamérica
Condición del ítem:Nuevo
Con Bluetooth:No
Arquitectura:Membrana
Color del teclado:Negro";"17.12";"25687.01";"TECLADOS                      ";"1";"TECLADO CURVO ERGONOMICO GENIUS ERGO KB-700 BLACK USB";"600";"150";"400";"30";"";"0";"GX GAMING"
"121398";"31320007401";"TECLADOS";"TECLADO WIRELESS GENIUS KB-7123 BLACK";"https://static.nb.com.ar/i/nb_TECLADO-WIRELESS-GENIUS-KB-7123-BLACK_export_fe61f9c30e83bc6fd0583277a4aa5b83.png";"10.5%";"10";"12 meses";"U$S";"7.99";"8.82";"1500";"11979";"13236.8";"Frecuencia RF:2,4 GHz
Teclas de función:Sí
Interfaz:Receptor USB-A o USB-C
Distancia de trabajo:Hasta 10 metros
Tipo de tecla:Cóncava
batería :1 AA";"8.91";"13369.17";"TECLADOS                      ";"1";"TECLADO WIRELESS GENIUS KB-7123 BLACK";"625";"160";"35";"460";"";"0";"GENIUS"
